"Positions_ID","Buchungs_FS","Konto","Anzahl","Preis","Rabatt","Benutzer_FS","erfasst","Leistung_Text","Leistung_FS"
"2602","644","210","45","8.00","0.00","2","2019-05-29 00:00:00","Zmorge",NULL
"2603","645","170","2","50.00","0.00","2","2019-05-29 00:00:00","Einerzimmer 2x1",NULL
"2604","645","110","24","16.00","0.00","2","2019-05-29 00:00:00","Mehrbettzimmer 4x6",NULL
"2605","645","130","2","25.00","0.00","2","2019-05-29 00:00:00","Zweibettzimmer 1x2",NULL
"2606","645","240","28","11.50","0.00","2","2019-05-29 00:00:00","Mittagessen",NULL
"2607","645","210","28","8.00","0.00","2","2019-05-29 00:00:00","Zmorge",NULL
"2608","571","130","2","25.00","0.00","2","2019-06-02 00:00:00","Zweibettzimmer","3"
"2609","571","170","1","50.00","0.00","2","2019-06-02 00:00:00","Einerzimmer","4"
"2610","646","150","12","25.00","0.10","2","2019-06-02 00:00:00","Familienzimmer 1x4",NULL
"2611","646","110","12","16.00","0.10","2","2019-06-02 00:00:00","Mehrbettzimmer 4 Personen",NULL
"2612","646","210","30","8.00","0.00","2","2019-06-02 00:00:00","Zmorge",NULL
"2613","627","320","1","32.20","0.00","2","2019-06-03 00:00:00","Kiosk",NULL
"2614","647","130","4","25.00","0.00","2","2019-06-04 00:00:00","Zweibettzimmer 2x2","3"
"2615","639","430","1","44.00","0.00","2","2019-06-04 00:00:00","Mitgliederkarte Familie/L",NULL
"2616","579","360","1","5.00","0.00","2","2019-06-04 00:00:00","Diverse Bankcharge",NULL
"2617","639","170","2","50.00","0.00","2","2019-06-04 00:00:00","Einerzimmer","7"
"2618","648","130","2","25.00","0.00","2","2019-06-08 00:00:00","Zweibettzimmer","3"
"2619","648","210","2","8.00","0.00","2","2019-06-08 00:00:00","Zmorge",NULL
"2620","649","430","1","44.00","0.00","7","2019-06-10 00:00:00","Mitgliederkarte Familie/L",NULL
"2621","593","430","1","44.00","0.00","2","2019-06-12 00:00:00","Mitgliederkarte Familie/L",NULL
"2622","559","170","8","50.00","0.00","2","2019-06-13 00:00:00","Einerzimmer","7"
"2623","559","110","120","16.00","0.00","2","2019-06-13 00:00:00","Mehrbettzimmer","3"
"2624","559","150","32","25.00","0.00","2","2019-06-13 00:00:00","Familienzimmer","6"
"2625","559","210","160","8.00","0.00","2","2019-06-13 00:00:00","Zmorge",NULL
"2626","602","240","32","11.50","0.00","2","2019-06-14 00:00:00","Abendessen",NULL
"2627","651","420","2","33.00","0.00","7","2019-06-14 00:00:00","Mitgliederkarte Senior",NULL
"2628","652","110","5","16.00","0.00","2","2019-06-15 00:00:00","Mehrbettzimmer","3"
"2629","652","210","6","8.00","0.00","2","2019-06-15 00:00:00","Zmorge",NULL
"2630","652","240","6","11.50","0.00","2","2019-06-15 00:00:00","Abendessen",NULL
"2631","653","170","10","50.00","0.00","2","2019-06-16 00:00:00","Einerzimmer","7"
"2632","653","210","2","8.00","0.00","2","2019-06-16 00:00:00","Zmorge",NULL
"2633","647","170","1","50.00","0.00","2","2019-06-16 00:00:00","Einerzimmer 1x1",NULL
"2634","647","110","16","16.00","0.00","2","2019-06-16 00:00:00","Mehrbettzimmer 3x6",NULL
"2635","647","210","21","8.00","0.00","2","2019-06-16 00:00:00","Zmorge",NULL
"2636","654","170","3","50.00","0.00","2","2019-06-16 00:00:00","Einerzimmer","7"
"2637","654","150","21","25.00","0.00","2","2019-06-16 00:00:00","Familienzimmer 2x4",NULL
"2638","654","210","24","8.00","0.00","2","2019-06-16 00:00:00","Zmorge",NULL
"2639","559","450","20","5.00","0.00","2","2019-06-17 00:00:00","Internationale Welcome-St",NULL
"2640","626","170","4","50.00","0.00","2","2019-06-17 00:00:00","Einerzimmer 2x1",NULL
"2641","655","110","6","16.00","0.00","2","2019-06-17 00:00:00","Mehrbettzimmer 1x6",NULL
"2642","655","150","4","25.00","0.00","2","2019-06-17 00:00:00","Familienzimmer 1x4",NULL
"2643","655","130","8","25.00","0.00","2","2019-06-17 00:00:00","Zweibettzimmer 4x2",NULL
"2644","655","210","16","8.00","0.00","2","2019-06-17 00:00:00","Zmorge",NULL
"2645","656","420","2","33.00","0.00","2","2019-06-21 00:00:00","Mitgliederkarte Senior",NULL
"2646","608","360","1","368.50","0.00","2","2019-06-21 00:00:00","Divers Stornogebühr",NULL
"2647","658","150","1","25.00","0.00","2","2019-06-23 00:00:00","Familienzimmer","6"
"2648","658","210","1","8.00","0.00","2","2019-06-23 00:00:00","Zmorge",NULL
"2649","660","110","88","16.00","0.00","2","2019-06-23 00:00:00","Mehrbettzimmer 4x6",NULL
"2650","660","210","88","8.00","0.00","2","2019-06-23 00:00:00","Zmorge",NULL
"2651","585","430","1","44.00","0.00","2","2019-06-24 00:00:00","Mitgliederkarte Familie/L",NULL
"2652","661","430","1","44.00","0.00","2","2019-06-25 00:00:00","Mitgliederkarte Familie/L",NULL
"2653","667","430","1","44.00","0.00","2","2019-06-29 00:00:00","Mitgliederkarte Familie/L",NULL
"2654","669","110","36","16.00","0.00","2","2019-07-02 00:00:00","dormitory 6x6","2"
"2655","669","150","13","25.00","0.00","2","2019-07-02 00:00:00","Family-Room 2x6",NULL
"2656","669","150","3","25.00","0.00","2","2019-07-02 00:00:00","Family-Room 1x3",NULL
"2657","669","170","1","50.00","0.00","2","2019-07-02 00:00:00","Single-Room",NULL
"2658","669","210","53","8.00","0.00","2","2019-07-02 00:00:00","Breakfast",NULL
"2659","670","130","10","25.00","0.00","2","2019-07-03 00:00:00","Zweibettzimmer 2x5",NULL
"2660","670","110","18","16.00","0.00","2","2019-07-03 00:00:00","Mehrbettzimmer 3x6",NULL
"2661","670","210","28","8.00","0.00","2","2019-07-03 00:00:00","Zmorge",NULL
"2662","647","430","1","44.00","0.00","3","2019-07-15 00:00:00","Mitgliederkarte Familie/L",NULL
"2663","674","110","36","16.00","0.00","2","2019-07-20 00:00:00","dormitory 6x6","2"
"2664","674","150","8","25.00","0.00","2","2019-07-20 00:00:00","Family-Room 2x4",NULL
"2665","674","130","2","25.00","0.00","2","2019-07-20 00:00:00","Double-room 1x2 Driver",NULL
"2666","674","210","45","8.00","0.00","2","2019-07-20 00:00:00","Breakfast",NULL
"2667","675","110","18","16.00","0.00","2","2019-07-27 00:00:00","Mehrbettzimmer 3x6",NULL
"2668","675","240","18","11.50","0.00","2","2019-07-27 00:00:00","Mittagessen",NULL
"2669","675","210","18","8.00","0.00","2","2019-07-27 00:00:00","Zmorge",NULL
"2670","675","430","1","44.00","0.00","2","2019-07-27 00:00:00","Mitgliederkarte Familie/L",NULL
"2671","676","110","19","16.00","0.00","2","2019-07-30 00:00:00","Mehrbettzimmer","3"
"2672","676","170","2","50.00","0.00","2","2019-07-30 00:00:00","Einerzimmer","7"
"2673","676","210","21","8.00","0.00","2","2019-07-30 00:00:00","Zmorge",NULL
"2674","676","240","21","11.50","0.00","2","2019-07-30 00:00:00","Mittagessen",NULL
"2675","677","170","1","50.00","0.00","3","2019-08-03 00:00:00","Einerzimmer","7"
"2676","677","210","1","8.00","0.00","3","2019-08-03 00:00:00","Zmorge",NULL
"2677","678","430","1","44.00","0.00","2","2019-08-04 00:00:00","Mitgliederkarte Familie/L",NULL
"2678","682","150","54","25.00","0.00","2","2019-08-11 00:00:00","Familienzimmer 3x6 mit DU",NULL
"2679","682","130","6","25.00","0.00","2","2019-08-11 00:00:00","Zweibettzimmer 1x2",NULL
"2680","682","210","60","8.00","0.00","2","2019-08-11 00:00:00","Zmorge",NULL
"2681","682","240","40","11.50","0.00","2","2019-08-11 00:00:00","Mittagessen",NULL
"2682","682","230","40","11.50","0.00","2","2019-08-11 00:00:00","Lunch MO/DI Mittag",NULL
"2683","683","150","17","25.00","0.00","2","2019-08-12 00:00:00"," Familienzimmer 2x6/1x5",NULL
"2684","683","210","17","8.00","0.00","2","2019-08-12 00:00:00","Zmorge",NULL
"2685","684","130","6","25.00","0.00","2","2019-08-17 00:00:00","Zweibettzimmer","3"
"2686","684","110","36","16.00","0.00","2","2019-08-17 00:00:00","Mehrbettzimmer 2x6",NULL
"2687","684","210","42","8.00","0.00","2","2019-08-17 00:00:00","Zmorge",NULL
"2688","685","210","16","8.00","0.00","2","2019-08-17 00:00:00","Zmorge",NULL
"2689","685","110","16","16.00","0.00","2","2019-08-17 00:00:00","Mehrbettzimmer 9w / 9m",NULL
"2690","685","210","21","8.00","0.00","2","2019-08-17 00:00:00","Zmorge",NULL
"2691","652","170","1","50.00","0.00","2","2019-08-23 00:00:00","Einerzimmer","7"
"2692","615","240","12","11.50","0.00","2","2019-08-23 00:00:00","Abendessen",NULL
"2693","615","250","1","5.75","0.00","2","2019-08-23 00:00:00","Küche divers",NULL
"2694","686","420","1","33.00","0.00","2","2019-08-26 00:00:00","Mitgliederkarte Senior",NULL
"2695","596","430","1","44.00","0.00","2","2019-08-26 00:00:00","Mitgliederkarte Familie/L",NULL
"2696","596","240","92","11.50","0.00","2","2019-08-26 00:00:00","Abendessen",NULL
"2697","688","170","1","47.50","0.00","2","2019-08-28 00:00:00","Einerzimmer","7"
"2698","688","210","1","8.00","0.00","2","2019-08-28 00:00:00","Zmorge",NULL
"2699","688","110","14","13.50","0.00","2","2019-08-28 00:00:00","Mehrbettzimmer 6er",NULL
"2700","688","210","14","8.00","0.00","2","2019-08-28 00:00:00","Zmorge",NULL
"2701","689","430","1","44.00","0.00","2","2019-08-29 00:00:00","Mitgliederkarte Familie/L",NULL
"2702","690","130","4","25.00","0.00","2","2019-09-04 00:00:00","Zweibettzimmer","3"
"2703","690","110","52","16.00","0.00","2","2019-09-04 00:00:00","Mehrbettzimmer Dortoir",NULL
"2704","690","240","56","11.50","0.00","2","2019-09-04 00:00:00","Abendessen",NULL
"2705","690","210","56","8.00","0.00","2","2019-09-04 00:00:00","Zmorge",NULL
"2706","688","240","15","11.50","0.00","2","2019-09-05 00:00:00","Abendessen",NULL
"2707","691","360","1","400.00","0.00","2","2019-09-06 00:00:00","Divers Vergabung /Spende",NULL
"2708","692","170","2","50.00","0.00","2","2019-09-09 00:00:00","Einerzimmer 16. u.17.9.",NULL
"2709","692","130","4","25.00","0.00","2","2019-09-09 00:00:00","Zweibettzimmer","3"
"2710","692","150","22","25.00","0.00","2","2019-09-09 00:00:00","Familienzimmer 1x5/1X6",NULL
"2711","692","210","28","8.00","0.00","2","2019-09-09 00:00:00","Zmorge",NULL
"2712","692","130","4","25.00","0.00","2","2019-09-09 00:00:00","Zweibettzimmer 1X2 18. U.",NULL
"2713","692","110","10","16.00","0.00","2","2019-09-09 00:00:00","Mehrbettzimmer 1X5",NULL
"2714","692","150","12","25.00","0.00","2","2019-09-09 00:00:00","Familienzimmer 1X6",NULL
"2715","692","210","28","8.00","0.00","2","2019-09-09 00:00:00","Zmorge",NULL
"2716","692","170","1","50.00","0.00","2","2019-09-09 00:00:00","Einerzimmer 19.9.",NULL
"2717","693","170","1","50.00","0.00","2","2019-09-13 00:00:00","Einerzimmer 1x1",NULL
"2718","693","130","2","25.00","0.00","2","2019-09-13 00:00:00","Zweibettzimmer 1x2",NULL
"2719","693","150","26","25.00","0.00","2","2019-09-13 00:00:00","Familienzimmer 2x4 3x6",NULL
"2720","693","210","29","8.00","0.00","2","2019-09-13 00:00:00","Zmorge",NULL
"2721","694","110","24","16.00","0.00","2","2019-09-13 00:00:00","Mehrbettzimmer 4x6",NULL
"2722","694","150","10","25.00","0.00","2","2019-09-13 00:00:00","Familienzimmer 2x5",NULL
"2723","694","130","6","25.00","0.00","2","2019-09-13 00:00:00","Zweibettzimmer 3x2",NULL
"2724","694","210","33","8.00","0.00","2","2019-09-13 00:00:00","Zmorge",NULL
"2725","694","240","33","11.50","0.00","2","2019-09-13 00:00:00","Mittagessen",NULL
"2726","695","420","2","33.00","0.00","2","2019-09-15 00:00:00","Mitgliederkarte Senior",NULL
"2727","695","460","1","14.00","0.00","2","2019-09-15 00:00:00","Intern. Herbergsverzeichn",NULL
"2728","696","110","21","16.00","0.00","2","2019-09-16 00:00:00","Mehrbettzimmer","3"
"2729","696","410","1","22.00","0.00","2","2019-09-16 00:00:00","Mitgliederkarte Junior",NULL
"2730","697","130","5","25.00","0.00","2","2019-09-22 00:00:00","Zweibettzimmer 5 Uebern.S",NULL
"2731","697","210","5","8.00","0.00","2","2019-09-22 00:00:00","Zmorge",NULL
"2732","699","170","1","50.00","0.00","2","2019-09-25 00:00:00","Einerzimmer 1x1",NULL
"2733","699","150","4","25.00","0.00","2","2019-09-25 00:00:00","Familienzimmer 1x4",NULL
"2734","699","210","7","8.00","0.00","2","2019-09-25 00:00:00","Zmorge",NULL
"2735","700","170","5","47.50","0.00","2","2019-09-25 00:00:00","Einerzimmer","7"
"2736","700","150","24","22.50","0.00","2","2019-09-25 00:00:00","Familienzimmer 1x6",NULL
"2737","690","430","1","44.00","0.00","3","2019-09-28 00:00:00","Mitgliederkarte Familie/L",NULL
"2738","577","150","34","25.00","0.00","2","2019-09-29 00:00:00","Familienzimmer","6"
"2739","577","130","4","25.00","0.00","2","2019-09-29 00:00:00","Zweibettzimmer","3"
"2740","577","210","71","8.00","0.00","2","2019-09-29 00:00:00","Zmorge",NULL
"2741","577","110","33","16.00","0.00","2","2019-09-29 00:00:00","Mehrbettzimmer 24.9",NULL
"2742","577","150","24","25.00","0.00","2","2019-09-29 00:00:00","Familienzimmer","6"
"2743","577","130","2","25.00","0.00","2","2019-09-29 00:00:00","Zweibettzimmer","3"
"2744","577","210","59","8.00","0.00","2","2019-09-29 00:00:00","Zmorge",NULL
"2745","577","430","1","44.00","0.00","2","2019-09-29 00:00:00","Mitgliederkarte Familie/L",NULL
"2746","577","240","46","11.50","0.00","2","2019-09-29 00:00:00","Mittagessen",NULL
"2747","675","250","18","2.00","0.00","3","2019-10-02 00:00:00","Küche divers",NULL
"2748","562","240","27","11.50","0.00","3","2019-10-08 00:00:00","Abendessen",NULL
"2749","562","210","81","8.00","0.00","3","2019-10-08 00:00:00","Zmorge",NULL
"2750","694","450","5","5.00","0.00","3","2019-10-09 00:00:00","Internationale Welcome-St",NULL
"2751","701","130","2","22.50","0.10","2","2019-10-21 00:00:00","Double-room 1x2",NULL
"2752","701","110","35","13.50","0.10","2","2019-10-21 00:00:00","dormitory 6x6","2"
"2753","701","210","39","8.00","0.10","2","2019-10-21 00:00:00","Breakfast",NULL
"2754","702","130","8","25.00","0.10","2","2019-10-21 00:00:00","2 x Double-room for drive",NULL
"2755","702","110","32","16.00","0.10","2","2019-10-21 00:00:00","3 x 6-bed-dormitory for f",NULL
"2756","702","150","6","25.00","0.10","2","2019-10-21 00:00:00","1 x 4-bed-room for male t",NULL
"2757","702","210","66","8.00","0.10","2","2019-10-21 00:00:00","Breakfast",NULL
"2758","702","240","66","11.50","0.10","2","2019-10-21 00:00:00","Dinner",NULL
"2759","702","366","1","8.00","0.00","2","2019-10-21 00:00:00","Bank charge",NULL
"2760","703","130","8","25.00","0.00","2","2019-10-23 00:00:00","Zweibettzimmer (4 x 2)",NULL
"2761","703","150","16","25.00","0.00","2","2019-10-23 00:00:00","Familienzimmer (4 x 4)",NULL
"2762","703","110","4","16.00","0.00","2","2019-10-23 00:00:00","Mehrbettzimmer","3"
"2763","703","210","30","8.00","0.00","2","2019-10-23 00:00:00","Zmorge",NULL
"2764","703","110","2","16.00","0.00","11","2019-10-24 00:00:00","Mehrbettzimmer","3"
"2765","685","110","21","16.00","0.00","3","2019-10-31 00:00:00","Mehrbettzimmer","3"
"2766","700","150","4","22.50","0.00","3","2019-11-01 00:00:00","Familienzimmer","6"
"2767","700","210","28","8.00","0.00","3","2019-11-01 00:00:00","Zmorge",NULL
"2768","700","240","8","11.50","0.00","2","2019-11-04 00:00:00","Mittagessen",NULL
"2769","700","240","7","11.50","0.00","2","2019-11-04 00:00:00","Mittagessen",NULL
"2770","700","210","5","8.00","0.00","2","2019-11-04 00:00:00","Zmorge",NULL
"2771","704","130","10","25.00","0.00","2","2019-11-09 00:00:00","Zweibettzimmer","3"
"2772","704","110","60","16.00","0.00","2","2019-11-09 00:00:00","Mehrbettzimmer","3"
"2773","704","210","70","8.00","0.00","2","2019-11-09 00:00:00","Zmorge",NULL
"2774","704","240","70","11.50","0.00","2","2019-11-09 00:00:00","Abendessen",NULL
"2775","706","130","6","25.00","0.00","2","2019-11-09 00:00:00","Zweibettzimmer 3x2",NULL
"2776","706","170","1","50.00","0.00","2","2019-11-09 00:00:00","Einerzimmer 1x1",NULL
"2777","706","110","18","16.00","0.00","2","2019-11-09 00:00:00","Mehrbettzimmer 3x6",NULL
"2778","706","150","12","25.00","0.00","2","2019-11-09 00:00:00","Familienzimmer 3x4",NULL
"2779","706","210","37","8.00","0.00","2","2019-11-09 00:00:00","Zmorge",NULL
"2780","707","110","36","16.00","0.10","2","2019-11-09 00:00:00","dormitory 6x6","2"
"2781","707","150","8","25.00","0.10","2","2019-11-09 00:00:00","Family-Room 2x4",NULL
"2782","707","130","2","25.00","0.10","2","2019-11-09 00:00:00","Double-room 1x2",NULL
"2783","707","210","46","8.00","0.10","2","2019-11-09 00:00:00","Breakfast",NULL
"2784","708","130","6","25.00","0.00","2","2019-11-09 00:00:00","Zweibettzimmer 3x3","1"
"2785","708","150","30","25.00","0.00","2","2019-11-09 00:00:00","Familienzimmer 3x6 / 3X4",NULL
"2786","708","110","24","16.00","0.00","2","2019-11-09 00:00:00","Mehrbettzimmer 4X6",NULL
"2787","708","210","60","8.00","0.00","2","2019-11-09 00:00:00","Zmorge",NULL
"2788","708","250","60","30.00","0.00","2","2019-11-09 00:00:00","Küche divers Menu n.Abspr",NULL
"2789","708","250","60","6.00","0.00","2","2019-11-09 00:00:00","Küche divers Apero",NULL
"2790","709","150","9","22.50","0.00","2","2019-11-12 00:00:00","Familienzimmer","6"
"2791","709","210","9","8.00","0.00","2","2019-11-12 00:00:00","Zmorge",NULL
"2792","711","110","36","13.50","0.00","3","2019-11-22 00:00:00","Mehrbettzimmer","3"
"2793","711","150","12","22.50","0.00","3","2019-11-22 00:00:00","Familienzimmer","6"
"2794","711","170","6","47.50","0.00","3","2019-11-22 00:00:00","Einerzimmer","7"
"2795","711","210","54","8.00","0.00","3","2019-11-22 00:00:00","Zmorge",NULL
"2796","712","110","48","16.00","0.00","3","2019-11-25 00:00:00","Mehrbettzimmer 2x6",NULL
"2797","712","210","60","8.00","0.00","2","2019-11-27 00:00:00","Zmorge",NULL
"2798","714","110","60","16.00","0.00","11","2019-11-28 00:00:00","Mehrbettzimmer","3"
"2799","714","130","10","25.00","0.00","11","2019-11-28 00:00:00","Zweibettzimmer","3"
"2800","714","210","70","8.00","0.00","11","2019-11-28 00:00:00","Zmorge",NULL
"2801","714","240","70","11.50","0.00","11","2019-11-28 00:00:00","Abendessen",NULL
"2802","715","110","60","16.00","0.00","12","2019-12-01 00:00:00","Mehrbettzimmer","3"
"2803","715","130","10","25.00","0.00","12","2019-12-01 00:00:00","Zweibettzimmer","3"
"2804","715","210","70","8.00","0.00","12","2019-12-01 00:00:00","Zmorge",NULL
"2805","715","240","70","11.50","0.00","12","2019-12-01 00:00:00","Abendessen",NULL
"2806","712","150","12","25.00","0.00","11","2019-12-02 00:00:00","Familienzimmer","6"
"2807","716","110","24","16.00","0.00","11","2019-12-03 00:00:00","Mehrbettzimmer","3"
"2808","716","170","8","50.00","0.00","11","2019-12-03 00:00:00","Einerzimmer","7"
"2809","716","130","8","25.00","0.00","11","2019-12-03 00:00:00","Zweibettzimmer","3"
"2810","716","210","40","8.00","0.00","11","2019-12-03 00:00:00","Zmorge",NULL
"2811","717","170","2","50.00","0.00","11","2019-12-07 00:00:00","Einerzimmer","7"
"2812","717","110","23","16.00","0.00","11","2019-12-07 00:00:00","Mehrbettzimmer","3"
"2813","717","210","25","8.00","0.00","11","2019-12-07 00:00:00","Zmorge",NULL
"2814","717","240","25","11.50","0.00","11","2019-12-07 00:00:00","Abendessen",NULL
"2815","719","110","3","13.50","0.00","2","2019-12-13 00:00:00","Mehrbettzimmer Chantal Ce",NULL
"2816","719","210","3","8.00","0.00","2","2019-12-13 00:00:00","Zmorge",NULL
"2817","719","110","1","13.50","0.00","2","2019-12-13 00:00:00","Mehrbettzimmer Herr Sokol",NULL
"2818","719","210","1","8.00","0.00","2","2019-12-13 00:00:00","Zmorge",NULL
"2819","721","110","90","16.00","0.00","1","2019-12-23 00:00:00","Mehrbettzimmer 5 x 6",NULL
"2820","721","110","21","25.00","0.00","1","2019-12-23 00:00:00","Mehrbettzimmer 2 x 4",NULL
"2821","721","130","12","25.00","0.00","1","2019-12-23 00:00:00","Zweibettzimmer 2 x 2",NULL
"2822","721","210","123","8.00","0.00","1","2019-12-23 00:00:00","Zmorge",NULL
"2823","721","240","123","11.50","0.00","1","2019-12-23 00:00:00","Abendessen",NULL
"2824","722","170","2","47.50","0.00","1","2019-12-31 00:00:00","Einerzimmer","7"
"2825","722","210","2","8.00","0.00","1","2019-12-31 00:00:00","Zmorge",NULL
"2826","723","110","20","25.00","0.00","1","2023-01-06 00:00:00","Mehrbettzimmer","3"
"2827","723","210","20","8.00","0.00","1","2023-01-06 00:00:00","Zmorge",NULL
"2828","724","130","4","25.00","0.00","1","2023-01-19 00:00:00","Zweibettzimmer","3"
"2829","724","210","4","8.00","0.00","1","2023-01-19 00:00:00","Zmorge",NULL
"2830","725","150","4","25.00","0.00","1","2023-01-26 00:00:00","Familienzimmer","6"
"2831","725","190","4","12.50","0.00","1","2023-01-26 00:00:00","Kinderpreise",NULL
"2832","725","210","4","8.00","0.00","1","2023-01-26 00:00:00","Zmorge",NULL
"2833","726","150","8","25.00","0.00","1","2023-02-07 00:00:00","Chambre-Famille",NULL
"2834","726","150","2","12.50","0.00","1","2023-02-07 00:00:00","Chambre-Famille",NULL
"2835","726","210","10","8.00","0.00","1","2023-02-07 00:00:00","Petit déjeuner",NULL
"2836","727","130","4","25.00","0.00","1","2023-02-07 00:00:00","Zweibettzimmer","3"
"2837","727","210","4","8.00","0.00","1","2023-02-07 00:00:00","Zmorge",NULL
"2838","728","130","8","25.00","0.00","1","2023-02-08 00:00:00","Zweibettzimmer 4 x 2",NULL
"2839","728","110","24","16.00","0.00","1","2023-02-08 00:00:00","Mehrbettzimmer4 x 6",NULL
"2840","728","110","12","25.00","0.00","1","2023-02-08 00:00:00","Mehrbettzimmer 3 x 4",NULL
"2841","728","210","44","8.00","0.00","1","2023-02-08 00:00:00","Zmorge",NULL
"2842","730","170","2","47.50","0.00","1","2023-02-08 00:00:00","Einerzimmer","7"
"2843","730","210","2","8.00","0.00","1","2023-02-08 00:00:00","Zmorge",NULL
"2844","732","110","33","16.00","0.00","1","2023-02-14 00:00:00","Mehrbettzimmer 6 x 6-Bett",NULL
"2845","732","210","33","8.00","0.00","1","2023-02-14 00:00:00","Zmorge",NULL
"2846","733","150","15","25.00","0.00","1","2023-02-14 00:00:00","Familienzimmer","6"
"2847","733","210","16","8.00","0.00","1","2023-02-14 00:00:00","Zmorge",NULL
"2848","734","110","11","16.00","0.00","1","2023-02-15 00:00:00","Mehrbettzimmer 2 x 6-Bett",NULL
"2849","734","210","11","8.00","0.00","1","2023-02-15 00:00:00","Zmorge",NULL
"2850","735","130","14","25.00","0.00","1","2023-02-15 00:00:00","Zweibettzimmer","3"
"2851","735","210","14","8.00","0.00","1","2023-02-15 00:00:00","Zmorge",NULL
"2852","736","110","6","16.00","0.00","1","2023-02-15 00:00:00","Mehrbettzimmer","3"
"2853","736","210","6","8.00","0.00","1","2023-02-15 00:00:00","Zmorge",NULL
"2854","701","130","2","47.50","0.10","1","2023-02-17 00:00:00","Two double-rooms for sing",NULL
"2855","733","190","1","12.50","0.00","1","2023-02-21 00:00:00","Kinderpreise",NULL
"2856","737","110","10","16.00","0.00","1","2023-02-21 00:00:00","Mehrbettzimmer 1 x 6-Bett",NULL
"2857","737","110","6","25.00","0.00","1","2023-02-21 00:00:00","Mehrbettzimmer 1 x 4-Bett",NULL
"2858","737","170","2","50.00","0.00","1","2023-02-21 00:00:00","Einerzimmer","7"
"2859","737","210","18","8.00","0.00","1","2023-02-21 00:00:00","Zmorge",NULL
"2860","737","240","9","11.50","0.00","1","2023-02-21 00:00:00","Abendessen am ersten Aben",NULL
"2861","738","130","2","22.50","0.00","1","2023-02-21 00:00:00","Zweibettzimmer","3"
"2862","738","210","2","8.00","0.00","1","2023-02-21 00:00:00","Zmorge",NULL
"2863","739","110","36","16.00","0.00","1","2023-02-21 00:00:00","dormitory 6 x 6-Bed-Rooms",NULL
"2864","739","110","15","25.00","0.00","1","2023-02-21 00:00:00","dormitory 4 x 4-Bed-Rooms",NULL
"2865","739","210","51","8.00","0.00","1","2023-02-21 00:00:00","Breakfast",NULL
"2866","740","110","20","25.00","0.00","1","2023-02-21 00:00:00","dormitory 1 x 4-Bed-Rooms",NULL
"2867","740","210","20","8.00","0.00","1","2023-02-21 00:00:00","Breakfast",NULL
"2868","741","130","14","22.50","0.00","1","2023-02-21 00:00:00","Zweibettzimmer","3"
"2869","741","210","14","8.00","0.00","1","2023-02-21 00:00:00","Zmorge",NULL
"2870","742","130","2","22.50","0.00","1","2023-02-21 00:00:00","Chambre à 2-lits",NULL
"2871","742","210","2","8.00","0.00","1","2023-02-21 00:00:00","Petit déjeuner",NULL
"2872","731","110","24","13.50","0.00","1","2023-02-22 00:00:00","3 x Mehrbettzimmer","3"
"2873","731","130","6","13.50","0.00","1","2023-02-22 00:00:00","1 x 4-Bettzimmer","3"
"2874","731","170","2","47.50","0.00","1","2023-02-22 00:00:00","Einerzimmer","7"
"2875","731","210","32","8.00","0.00","1","2023-02-22 00:00:00","Zmorge",NULL
"2876","743","110","3","22.50","0.00","1","2023-02-22 00:00:00","Mehrbettzimmer 1 x 4-Bett",NULL
"2877","743","130","2","22.50","0.00","1","2023-02-22 00:00:00","Zweibettzimmer","3"
"2878","743","210","5","8.00","0.00","1","2023-02-22 00:00:00","Zmorge",NULL
"2879","744","110","2","13.50","0.00","1","2023-02-22 00:00:00","Mehrbettzimmer","3"
"2880","744","210","2","8.00","0.00","1","2023-02-22 00:00:00","Zmorge",NULL
"2881","725","210","4","4.00","0.00","1","2023-02-22 00:00:00","Zmorge",NULL
"2882","725","240","4","11.50","0.00","1","2023-02-22 00:00:00","Abendessen für die Erwach",NULL
"2883","745","110","90","16.00","0.00","1","2023-02-22 00:00:00","Mehrbettzimmer 1 x 6-Bett",NULL
"2884","745","110","60","25.00","0.00","1","2023-02-22 00:00:00","Mehrbettzimmer 1 x 4-Bett",NULL
"2885","745","130","60","25.00","0.00","1","2023-02-22 00:00:00","Zweibettzimmer 2 x 2-Bett",NULL
"2886","745","210","210","8.00","0.00","1","2023-02-22 00:00:00","Zmorge",NULL
"2887","746","110","5","16.00","0.00","1","2023-02-23 00:00:00","Mehrbettzimmer 1 x 6-Bett",NULL
"2888","746","110","4","25.00","0.00","1","2023-02-23 00:00:00","Mehrbettzimmer 1 x 4-Bett",NULL
"2889","746","170","1","50.00","0.00","1","2023-02-23 00:00:00","Einerzimmer","7"
"2890","746","210","10","8.00","0.00","1","2023-02-23 00:00:00","Zmorge",NULL
"2891","747","130","9","25.00","0.00","1","2023-02-24 00:00:00","Zweibettzimmer 5 x 2-Bett",NULL
"2892","747","210","9","8.00","0.00","1","2023-02-24 00:00:00","Zmorge",NULL
"2893","748","210","12","8.00","0.00","1","2023-02-24 00:00:00","Breakfast",NULL
"2894","748","110","12","25.00","0.00","1","2023-02-24 00:00:00","dormitory 1 x 4-Bed-Room",NULL
"2895","749","130","4","25.00","0.00","1","2023-02-24 00:00:00","Zweibettzimmer","3"
"2896","749","210","4","8.00","0.00","1","2023-02-24 00:00:00","Zmorge",NULL
